"source_code","0","c:\\mantaflow\\cli\\temp\\db2\\db2dict\\ddl\\DB2ADMIN\\Procedures\\SQL190911151043159.sql","df5a5c51a8ac5b7f7e2d801e441850e7","DB2","db2dict"
"node","77","66","3 CUST_NO","ColumnFlow","2"
"node","78","66","2 BUS_NAME","ColumnFlow","2"
"node","79","66","1 BIRTH_DATE","ColumnFlow","2"
"node","80","33","PARTY","Table","1"
"node","81","80","SRC_SYS_ID","Column","1"
"node","82","80","SRC_ID","Column","1"
"node","83","80","PARTY_KEY","Column","1"
"node","84","33","SEQ_PARTY_KEY","Sequence","1"
"node","85","65","<71,7>MERGE UPDATE","MergeUpdate","2"
"node","86","85","10 SHORT_NAME","ColumnFlow","2"
"node","87","85","9 RC","ColumnFlow","2"
"node","88","85","8 ICO","ColumnFlow","2"
"node","89","85","7 GENDER_KEY","ColumnFlow","2"
"node","90","85","6 FIRST_NAME","ColumnFlow","2"
"node","91","85","5 FAMILY_NAME","ColumnFlow","2"
"node","92","85","4 COUNTRY_KEY","ColumnFlow","2"
"node","93","85","3 CUST_NO","ColumnFlow","2"
"node","94","85","2 BUS_NAME","ColumnFlow","2"
"node","95","85","1 BIRTH_DATE","ColumnFlow","2"
"node","96","80","SHORT_NAME","Column","1"
"node","97","80","RC","Column","1"
"node","98","80","ICO","Column","1"
"node","99","80","GENDER_KEY","Column","1"
"node","100","80","FIRST_NAME","Column","1"
"node","101","80","FAMILY_NAME","Column","1"
"node","102","80","COUNTRY_KEY","Column","1"
"node","103","80","CUST_NO","Column","1"
"node","104","80","BUS_NAME","Column","1"
"node","105","80","BIRTH_DATE","Column","1"
"node","106","62","P_CURRENT_DATE","Parameter","1"
"node_attribute","3","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","4","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","5","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","6","OBJECT_SOURCE_TYPE","SCRIPT"
"node_attribute","6","sourceLocation","9"
"node_attribute","6","sourceEncoding","utf8"
"node_attribute","6","CONNECTION","db2dict"
"node_attribute","7","NODE_SCRIPT_POSITION","1,1"
"node_attribute","7","NODE_SCRIPT_STOP_POSITION","44,7"
"node_attribute","8","NODE_SCRIPT_POSITION","3,5"
"node_attribute","8","NODE_SCRIPT_STOP_POSITION","44,7"
"node_attribute","9","NODE_SCRIPT_POSITION","8,1"
"node_attribute","9","NODE_SCRIPT_STOP_POSITION","17,4"
"node_attribute","10","NODE_SCRIPT_POSITION","9,1"
"node_attribute","10","NODE_SCRIPT_STOP_POSITION","13,31"
"node_attribute","12","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","13","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","14","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","15","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","16","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","17","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","17","ORDER","3"
"node_attribute","17","PARAMETER_TYPE","IN"
"node_attribute","18","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","18","ORDER","2"
"node_attribute","18","PARAMETER_TYPE","IN"
"node_attribute","19","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","19","ORDER","1"
"node_attribute","19","PARAMETER_TYPE","IN"
"node_attribute","23","error","Error while parsing script"
"node_attribute","24","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","25","OBJECT_SOURCE_TYPE","SCRIPT"
"node_attribute","25","sourceLocation","0"
"node_attribute","25","sourceEncoding","utf8"
"node_attribute","25","CONNECTION","db2dict"
"node_attribute","26","NODE_SCRIPT_POSITION","1,1"
"node_attribute","26","NODE_SCRIPT_STOP_POSITION","7,4"
"node_attribute","27","NODE_SCRIPT_POSITION","2,1"
"node_attribute","27","NODE_SCRIPT_STOP_POSITION","7,4"
"node_attribute","28","NODE_SCRIPT_POSITION","4,46"
"node_attribute","28","NODE_SCRIPT_STOP_POSITION","4,71"
"node_attribute","28","OBJECT_SOURCE_TYPE","SCRIPT"
"node_attribute","30","OBJECT_SOURCE_TYPE","DEDUCTION"
"node_attribute","31","OBJECT_SOURCE_TYPE","DEDUCTION"
"node_attribute","32","OBJECT_SOURCE_TYPE","DEDUCTION"
"node_attribute","33","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","34","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","35","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","36","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","37","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","38","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","39","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","40","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","41","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","42","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","43","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","44","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","45","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","46","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","47","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","48","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","49","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","50","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","51","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","52","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","53","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","54","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","55","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","56","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","57","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","58","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","59","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","60","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","61","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","62","OBJECT_SOURCE_TYPE","SCRIPT"
"node_attribute","62","sourceLocation","6"
"node_attribute","62","sourceEncoding","utf8"
"node_attribute","62","CONNECTION","db2dict"
"node_attribute","63","NODE_SCRIPT_POSITION","1,1"
"node_attribute","63","NODE_SCRIPT_STOP_POSITION","124,4"
"node_attribute","64","NODE_SCRIPT_POSITION","2,1"
"node_attribute","64","NODE_SCRIPT_STOP_POSITION","124,4"
"node_attribute","65","NODE_SCRIPT_POSITION","10,2"
"node_attribute","65","NODE_SCRIPT_STOP_POSITION","123,10"
"node_attribute","66","NODE_SCRIPT_POSITION","95,7"
"node_attribute","66","NODE_SCRIPT_STOP_POSITION","123,10"
"node_attribute","80","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","81","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","82","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","83","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","84","OBJECT_SOURCE_TYPE","DEDUCTION"
"node_attribute","85","NODE_SCRIPT_POSITION","71,7"
"node_attribute","85","NODE_SCRIPT_STOP_POSITION","94,53"
"node_attribute","96","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","97","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","98","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","99","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","100","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","101","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","102","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","103","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","104","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","105","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","106","OBJECT_SOURCE_TYPE","DICTIONARY"
"node_attribute","106","ORDER","1"
"node_attribute","106","PARAMETER_TYPE","IN"
"edge","0","95","105","DIRECT","2"
"edge","1","94","104","DIRECT","2"
"edge","2","93","103","DIRECT","2"
"edge","3","92","102","DIRECT","2"
"edge","4","91","101","DIRECT","2"
"edge","5","90","100","DIRECT","2"
"edge","6","89","99","DIRECT","2"
"edge","7","88","98","DIRECT","2"
"edge","8","87","97","DIRECT","2"
"edge","9","86","96","DIRECT","2"
"edge","10","79","105","DIRECT","2"
"edge","11","78","104","DIRECT","2"
"edge","12","77","103","DIRECT","2"
"edge","13","76","102","DIRECT","2"
"edge","14","75","101","DIRECT","2"
"edge","15","74","100","DIRECT","2"
"edge","16","73","99","DIRECT","2"
"edge","17","72","98","DIRECT","2"
"edge","18","71","83","DIRECT","2"
"edge","19","70","97","DIRECT","2"
"edge","20","69","96","DIRECT","2"
"edge","21","68","82","DIRECT","2"
"edge","22","67","81","DIRECT","2"
"edge","23","84","71","DIRECT","2"
"edge","24","39","79","FILTER","2"
"edge","25","42","79","FILTER","2"
"edge","26","35","79","FILTER","2"
"edge","27","44","79","FILTER","2"
"edge","28","38","79","FILTER","2"
"edge","29","47","79","FILTER","2"
"edge","30","60","79","FILTER","2"
"edge","31","106","79","FILTER","2"
"edge","32","56","79","FILTER","2"
"edge","33","57","79","FILTER","2"
"edge","34","41","79","FILTER","2"
"edge","35","45","79","FILTER","2"
"edge","36","61","79","DIRECT","2"
"edge","37","52","79","FILTER","2"
"edge","38","36","79","FILTER","2"
"edge","39","39","95","FILTER","2"
"edge","40","42","95","FILTER","2"
"edge","41","35","95","FILTER","2"
"edge","42","44","95","FILTER","2"
"edge","43","38","95","FILTER","2"
"edge","44","47","95","FILTER","2"
"edge","45","60","95","FILTER","2"
"edge","46","106","95","FILTER","2"
"edge","47","56","95","FILTER","2"
"edge","48","57","95","FILTER","2"
"edge","49","41","95","FILTER","2"
"edge","50","45","95","FILTER","2"
"edge","51","61","95","DIRECT","2"
"edge","52","52","95","FILTER","2"
"edge","53","36","95","FILTER","2"
"edge","54","57","94","FILTER","2"
"edge","55","39","94","FILTER","2"
"edge","56","42","94","FILTER","2"
"edge","57","106","94","FILTER","2"
"edge","58","41","94","FILTER","2"
"edge","59","52","94","FILTER","2"
"edge","60","35","94","FILTER","2"
"edge","61","59","94","DIRECT","2"
"edge","62","60","94","FILTER","2"
"edge","63","58","94","DIRECT","2"
"edge","64","38","94","FILTER","2"
"edge","65","47","94","FILTER","2"
"edge","66","56","94","FILTER","2"
"edge","67","36","94","FILTER","2"
"edge","68","44","94","FILTER","2"
"edge","69","45","94","FILTER","2"
"edge","70","57","78","FILTER","2"
"edge","71","39","78","FILTER","2"
"edge","72","42","78","FILTER","2"
"edge","73","106","78","FILTER","2"
"edge","74","41","78","FILTER","2"
"edge","75","52","78","FILTER","2"
"edge","76","35","78","FILTER","2"
"edge","77","59","78","DIRECT","2"
"edge","78","60","78","FILTER","2"
"edge","79","58","78","DIRECT","2"
"edge","80","38","78","FILTER","2"
"edge","81","47","78","FILTER","2"
"edge","82","56","78","FILTER","2"
"edge","83","36","78","FILTER","2"
"edge","84","44","78","FILTER","2"
"edge","85","45","78","FILTER","2"
"edge","86","106","93","FILTER","2"
"edge","87","36","93","FILTER","2"
"edge","88","45","93","FILTER","2"
"edge","89","60","93","FILTER","2"
"edge","90","41","93","FILTER","2"
"edge","91","47","93","FILTER","2"
"edge","92","39","93","FILTER","2"
"edge","93","56","93","FILTER","2"
"edge","94","35","93","FILTER","2"
"edge","95","52","93","FILTER","2"
"edge","96","42","93","FILTER","2"
"edge","97","44","93","FILTER","2"
"edge","98","57","93","FILTER","2"
"edge","99","57","93","DIRECT","2"
"edge","100","38","93","FILTER","2"
"edge","101","106","77","FILTER","2"
"edge","102","36","77","FILTER","2"
"edge","103","45","77","FILTER","2"
"edge","104","60","77","FILTER","2"
"edge","105","41","77","FILTER","2"
"edge","106","47","77","FILTER","2"
"edge","107","39","77","FILTER","2"
"edge","108","56","77","FILTER","2"
"edge","109","35","77","FILTER","2"
"edge","110","52","77","FILTER","2"
"edge","111","42","77","FILTER","2"
"edge","112","44","77","FILTER","2"
"edge","113","57","77","FILTER","2"
"edge","114","57","77","DIRECT","2"
"edge","115","38","77","FILTER","2"
"edge","116","42","76","FILTER","2"
"edge","117","56","76","FILTER","2"
"edge","118","35","76","FILTER","2"
"edge","119","60","76","FILTER","2"
"edge","120","47","76","FILTER","2"
"edge","121","57","76","FILTER","2"
"edge","122","52","76","FILTER","2"
"edge","123","45","76","FILTER","2"
"edge","124","41","76","FILTER","2"
"edge","125","55","76","DIRECT","2"
"edge","126","44","76","FILTER","2"
"edge","127","38","76","FILTER","2"
"edge","128","36","76","FILTER","2"
"edge","129","106","76","FILTER","2"
"edge","130","39","76","FILTER","2"
"edge","131","42","92","FILTER","2"
"edge","132","56","92","FILTER","2"
"edge","133","35","92","FILTER","2"
"edge","134","60","92","FILTER","2"
"edge","135","47","92","FILTER","2"
"edge","136","57","92","FILTER","2"
"edge","137","52","92","FILTER","2"
"edge","138","45","92","FILTER","2"
"edge","139","41","92","FILTER","2"
"edge","140","55","92","DIRECT","2"
"edge","141","44","92","FILTER","2"
"edge","142","38","92","FILTER","2"
"edge","143","36","92","FILTER","2"
"edge","144","106","92","FILTER","2"
"edge","145","39","92","FILTER","2"
"edge","146","57","75","FILTER","2"
"edge","147","41","75","FILTER","2"
"edge","148","106","75","FILTER","2"
"edge","149","45","75","FILTER","2"
"edge","150","35","75","FILTER","2"
"edge","151","47","75","FILTER","2"
"edge","152","39","75","FILTER","2"
"edge","153","44","75","FILTER","2"
"edge","154","54","75","DIRECT","2"
"edge","155","42","75","FILTER","2"
"edge","156","38","75","FILTER","2"
"edge","157","56","75","FILTER","2"
"edge","158","60","75","FILTER","2"
"edge","159","52","75","FILTER","2"
"edge","160","36","75","FILTER","2"
"edge","161","57","91","FILTER","2"
"edge","162","41","91","FILTER","2"
"edge","163","106","91","FILTER","2"
"edge","164","45","91","FILTER","2"
"edge","165","35","91","FILTER","2"
"edge","166","47","91","FILTER","2"
"edge","167","39","91","FILTER","2"
"edge","168","44","91","FILTER","2"
"edge","169","54","91","DIRECT","2"
"edge","170","42","91","FILTER","2"
"edge","171","38","91","FILTER","2"
"edge","172","56","91","FILTER","2"
"edge","173","60","91","FILTER","2"
"edge","174","52","91","FILTER","2"
"edge","175","36","91","FILTER","2"
"edge","176","56","90","FILTER","2"
"edge","177","39","90","FILTER","2"
"edge","178","47","90","FILTER","2"
"edge","179","35","90","FILTER","2"
"edge","180","52","90","FILTER","2"
"edge","181","41","90","FILTER","2"
"edge","182","38","90","FILTER","2"
"edge","183","60","90","FILTER","2"
"edge","184","36","90","FILTER","2"
"edge","185","42","90","FILTER","2"
"edge","186","57","90","FILTER","2"
"edge","187","44","90","FILTER","2"
"edge","188","45","90","FILTER","2"
"edge","189","106","90","FILTER","2"
"edge","190","53","90","DIRECT","2"
"edge","191","56","74","FILTER","2"
"edge","192","39","74","FILTER","2"
"edge","193","47","74","FILTER","2"
"edge","194","35","74","FILTER","2"
"edge","195","52","74","FILTER","2"
"edge","196","41","74","FILTER","2"
"edge","197","38","74","FILTER","2"
"edge","198","60","74","FILTER","2"
"edge","199","36","74","FILTER","2"
"edge","200","42","74","FILTER","2"
"edge","201","57","74","FILTER","2"
"edge","202","44","74","FILTER","2"
"edge","203","45","74","FILTER","2"
"edge","204","106","74","FILTER","2"
"edge","205","53","74","DIRECT","2"
"edge","206","47","89","FILTER","2"
"edge","207","35","89","FILTER","2"
"edge","208","36","89","FILTER","2"
"edge","209","52","89","FILTER","2"
"edge","210","51","89","DIRECT","2"
"edge","211","60","89","FILTER","2"
"edge","212","57","89","FILTER","2"
"edge","213","42","89","FILTER","2"
"edge","214","56","89","FILTER","2"
"edge","215","44","89","FILTER","2"
"edge","216","106","89","FILTER","2"
"edge","217","45","89","FILTER","2"
"edge","218","41","89","FILTER","2"
"edge","219","39","89","FILTER","2"
"edge","220","38","89","FILTER","2"
"edge","221","47","73","FILTER","2"
"edge","222","35","73","FILTER","2"
"edge","223","36","73","FILTER","2"
"edge","224","52","73","FILTER","2"
"edge","225","51","73","DIRECT","2"
"edge","226","60","73","FILTER","2"
"edge","227","57","73","FILTER","2"
"edge","228","42","73","FILTER","2"
"edge","229","56","73","FILTER","2"
"edge","230","44","73","FILTER","2"
"edge","231","106","73","FILTER","2"
"edge","232","45","73","FILTER","2"
"edge","233","41","73","FILTER","2"
"edge","234","39","73","FILTER","2"
"edge","235","38","73","FILTER","2"
"edge","236","44","72","FILTER","2"
"edge","237","57","72","FILTER","2"
"edge","238","56","72","FILTER","2"
"edge","239","39","72","FILTER","2"
"edge","240","47","72","FILTER","2"
"edge","241","45","72","FILTER","2"
"edge","242","60","72","FILTER","2"
"edge","243","50","72","DIRECT","2"
"edge","244","41","72","FILTER","2"
"edge","245","38","72","FILTER","2"
"edge","246","106","72","FILTER","2"
"edge","247","36","72","FILTER","2"
"edge","248","35","72","FILTER","2"
"edge","249","42","72","FILTER","2"
"edge","250","52","72","FILTER","2"
"edge","251","44","88","FILTER","2"
"edge","252","57","88","FILTER","2"
"edge","253","56","88","FILTER","2"
"edge","254","39","88","FILTER","2"
"edge","255","47","88","FILTER","2"
"edge","256","45","88","FILTER","2"
"edge","257","60","88","FILTER","2"
"edge","258","50","88","DIRECT","2"
"edge","259","41","88","FILTER","2"
"edge","260","38","88","FILTER","2"
"edge","261","106","88","FILTER","2"
"edge","262","36","88","FILTER","2"
"edge","263","35","88","FILTER","2"
"edge","264","42","88","FILTER","2"
"edge","265","52","88","FILTER","2"
"edge","266","42","70","FILTER","2"
"edge","267","52","70","FILTER","2"
"edge","268","106","70","FILTER","2"
"edge","269","35","70","FILTER","2"
"edge","270","45","70","FILTER","2"
"edge","271","47","70","FILTER","2"
"edge","272","57","70","FILTER","2"
"edge","273","60","70","FILTER","2"
"edge","274","49","70","DIRECT","2"
"edge","275","38","70","FILTER","2"
"edge","276","36","70","FILTER","2"
"edge","277","44","70","FILTER","2"
"edge","278","39","70","FILTER","2"
"edge","279","56","70","FILTER","2"
"edge","280","41","70","FILTER","2"
"edge","281","42","87","FILTER","2"
"edge","282","52","87","FILTER","2"
"edge","283","106","87","FILTER","2"
"edge","284","35","87","FILTER","2"
"edge","285","45","87","FILTER","2"
"edge","286","47","87","FILTER","2"
"edge","287","57","87","FILTER","2"
"edge","288","60","87","FILTER","2"
"edge","289","49","87","DIRECT","2"
"edge","290","38","87","FILTER","2"
"edge","291","36","87","FILTER","2"
"edge","292","44","87","FILTER","2"
"edge","293","39","87","FILTER","2"
"edge","294","56","87","FILTER","2"
"edge","295","41","87","FILTER","2"
"edge","296","48","69","DIRECT","2"
"edge","297","44","69","FILTER","2"
"edge","298","41","69","FILTER","2"
"edge","299","38","69","FILTER","2"
"edge","300","57","69","FILTER","2"
"edge","301","45","69","FILTER","2"
"edge","302","36","69","FILTER","2"
"edge","303","47","69","FILTER","2"
"edge","304","39","69","FILTER","2"
"edge","305","35","69","FILTER","2"
"edge","306","106","69","FILTER","2"
"edge","307","60","69","FILTER","2"
"edge","308","42","69","FILTER","2"
"edge","309","56","69","FILTER","2"
"edge","310","52","69","FILTER","2"
"edge","311","48","86","DIRECT","2"
"edge","312","44","86","FILTER","2"
"edge","313","41","86","FILTER","2"
"edge","314","38","86","FILTER","2"
"edge","315","57","86","FILTER","2"
"edge","316","45","86","FILTER","2"
"edge","317","36","86","FILTER","2"
"edge","318","47","86","FILTER","2"
"edge","319","39","86","FILTER","2"
"edge","320","35","86","FILTER","2"
"edge","321","106","86","FILTER","2"
"edge","322","60","86","FILTER","2"
"edge","323","42","86","FILTER","2"
"edge","324","56","86","FILTER","2"
"edge","325","52","86","FILTER","2"
"edge","326","44","68","FILTER","2"
"edge","327","47","68","FILTER","2"
"edge","328","45","68","FILTER","2"
"edge","329","41","68","FILTER","2"
"edge","330","35","68","FILTER","2"
"edge","331","56","68","FILTER","2"
"edge","332","36","68","FILTER","2"
"edge","333","39","68","FILTER","2"
"edge","334","52","68","FILTER","2"
"edge","335","57","68","DIRECT","2"
"edge","336","57","68","FILTER","2"
"edge","337","38","68","FILTER","2"
"edge","338","106","68","FILTER","2"
"edge","339","60","68","FILTER","2"
"edge","340","42","68","FILTER","2"
"edge","341","45","67","FILTER","2"
"edge","342","106","67","FILTER","2"
"edge","343","42","67","FILTER","2"
"edge","344","60","67","FILTER","2"
"edge","345","35","67","FILTER","2"
"edge","346","44","67","FILTER","2"
"edge","347","56","67","FILTER","2"
"edge","348","57","67","FILTER","2"
"edge","349","41","67","FILTER","2"
"edge","350","47","67","FILTER","2"
"edge","351","39","67","FILTER","2"
"edge","352","52","67","FILTER","2"
"edge","353","38","67","FILTER","2"
"edge","354","36","67","FILTER","2"
"edge","355","97","90","FILTER","2"
"edge","356","49","90","FILTER","2"
"edge","357","105","90","FILTER","2"
"edge","358","96","90","FILTER","2"
"edge","359","104","90","FILTER","2"
"edge","360","61","90","FILTER","2"
"edge","361","55","90","FILTER","2"
"edge","362","59","90","FILTER","2"
"edge","363","98","90","FILTER","2"
"edge","364","99","90","FILTER","2"
"edge","365","101","90","FILTER","2"
"edge","366","48","90","FILTER","2"
"edge","367","102","90","FILTER","2"
"edge","368","51","90","FILTER","2"
"edge","369","100","90","FILTER","2"
"edge","370","58","90","FILTER","2"
"edge","371","54","90","FILTER","2"
"edge","372","103","90","FILTER","2"
"edge","373","53","90","FILTER","2"
"edge","374","50","90","FILTER","2"
"edge","375","97","88","FILTER","2"
"edge","376","49","88","FILTER","2"
"edge","377","105","88","FILTER","2"
"edge","378","96","88","FILTER","2"
"edge","379","104","88","FILTER","2"
"edge","380","61","88","FILTER","2"
"edge","381","55","88","FILTER","2"
"edge","382","59","88","FILTER","2"
"edge","383","98","88","FILTER","2"
"edge","384","99","88","FILTER","2"
"edge","385","101","88","FILTER","2"
"edge","386","48","88","FILTER","2"
"edge","387","102","88","FILTER","2"
"edge","388","51","88","FILTER","2"
"edge","389","100","88","FILTER","2"
"edge","390","58","88","FILTER","2"
"edge","391","54","88","FILTER","2"
"edge","392","103","88","FILTER","2"
"edge","393","53","88","FILTER","2"
"edge","394","50","88","FILTER","2"
"edge","395","97","89","FILTER","2"
"edge","396","49","89","FILTER","2"
"edge","397","105","89","FILTER","2"
"edge","398","96","89","FILTER","2"
"edge","399","104","89","FILTER","2"
"edge","400","61","89","FILTER","2"
"edge","401","55","89","FILTER","2"
"edge","402","59","89","FILTER","2"
"edge","403","98","89","FILTER","2"
"edge","404","99","89","FILTER","2"
"edge","405","101","89","FILTER","2"
"edge","406","48","89","FILTER","2"
"edge","407","102","89","FILTER","2"
"edge","408","51","89","FILTER","2"
"edge","409","100","89","FILTER","2"
"edge","410","58","89","FILTER","2"
"edge","411","54","89","FILTER","2"
"edge","412","103","89","FILTER","2"
"edge","413","53","89","FILTER","2"
"edge","414","50","89","FILTER","2"
